,3DCNN_prof,ProQ3D,GraphQA,angleQA,ProQ2,DAVIS-EMAconsensus,BAKER-ROSETTASERVER,BAKER-experimental,P3De,ModFOLD8,tFold-IDT,VoroCNN-GDT,VoroCNN-GEMME,DeepPotential,Ornate,SBROD,GR#,GDT_TS,NP_P,RANK,Z-M1-GDT,Z-MA-GDT,GDT_HA,GDC_SC,GDC_ALL,RMS_CA,RMS_ALL,NP,err,AL0_P,AL4_P,ALI_P,LGA_S,RMSD[L],Z-score[M],Z-Score[D],Al.Res.,RMSD[D],MolPrb_Score,LDDT,SphGr,CAD_AA,RPF,CODM,DFM,Handed.,SOV,CE,QCS,CONTS,TMscore,Dali(raw),FlexE,QSE,CAD_SS,MolPrb_clash,MolPrb_rotout,MolPrb_ramout,MolPrb_ramfv,target
T1033TS226_4,0.38962,0.416715,0.419,0.282,0.618,0.40841,0.5186,0.5196,0.2935449,0.3948689,0.822,0.516,0.533,0.7793988,0.511,0.245770,226s,32.25,100.0,190.0,,-0.11,23.25,5.9,12.58,13.31,13.824000000000002,100.0,0.0,0.0,29.0,46.0,34.662,2.32,-0.01,0.0,0.0,,0.8,0.41,48.0,0.53,0.47,0.54,1.22,0.51,67.4,3.07,39.46,73.51,0.32,,10.67,,0.17,0.0,1.06,1.02,95.92,T1033
T1033TS138_2,0.46617,0.419432,0.468,0.263,0.516,0.38042,0.4318,0.5279,0.2743038,0.37634304,0.815,0.496,0.544,0.56091523,0.496,0.249878,138s,25.75,100.0,467.0,,-0.76,18.25,4.99,9.53,13.73,14.215,100.0,0.0,0.0,1.0,45.0,34.943000000000005,2.23,-0.94,2.1,48.0,3.2,3.01,0.38,35.0,0.5,0.36,0.46,1.25,0.53,77.8,3.5,38.21,65.95,0.25,161.3,12.49,39.53,0.11,17.92,6.38,8.16,85.71,T1033
T1033TS042_4,0.35708,0.480845,0.328,0.259,0.595,0.40945,0.4806,0.5392,0.3084392,0.3837242,0.828,0.521,0.521,0.7597284,0.524,0.228711,042s,26.25,100.0,450.0,,-0.71,19.75,8.61,13.02,15.293,15.691,100.0,0.0,0.0,0.0,43.0,39.346,2.21,-0.71,2.4,53.0,3.9,1.51,0.36,37.5,0.53,0.42,0.42,1.16,0.56,68.6,3.7,33.0,70.45,0.25,173.9,24.07,63.5,0.14,2.47,4.26,0.0,100.0,T1033
T1033TS259_5,0.19572,0.387259,0.270,0.225,0.328,0.35810,0.5076,0.5239,0.24665,0.32108244,0.773,0.414,0.452,0.4629293,0.454,,259s,29.0,100.0,340.0,,-0.44,19.0,7.02,11.9,13.318,13.88,100.0,0.0,0.0,0.0,46.0,34.056999999999995,2.29,-0.13,2.2,51.0,4.6,3.39,0.37,42.0,0.5,0.39,0.51,1.55,0.53,68.6,3.5,39.2,65.62,0.28,164.9,7.49,74.76,0.12,259.9,0.0,0.0,90.82,T1033
T1033TS052_5,0.36958,0.474053,0.342,0.255,0.435,0.40074,0.4483,0.5045,0.3177514,0.37102094,0.763,0.479,0.513,0.7488595,0.482,0.238699,052s,28.75,100.0,353.0,,-0.46,22.25,5.78,10.75,17.185,17.951,100.0,0.0,0.0,0.0,48.0,41.021,2.0,1.04,3.4,55.0,3.4,2.75,0.33,34.0,0.51,0.41,0.41,1.15,0.53,68.6,3.89,32.35,68.79,0.27,166.0,36.44,37.95,0.11,40.2,0.0,3.06,84.69,T1033
T1033TS063_1,0.13976,0.420628,0.152,0.200,0.311,0.36495,0.5401,0.5165,0.2722073,0.4055531,0.729,0.447,0.467,0.47434878,0.436,0.206110,063s,36.5,100.0,100.0,0.31,0.32,22.25,2.84,8.22,10.397,11.455,100.0,0.0,1.0,3.0,47.0,38.317,2.34,-0.48,0.0,0.0,,2.89,0.4,41.5,0.5,0.42,0.72,1.09,0.56,72.0,4.58,47.27,66.77,0.33,,9.08,66.89,0.11,77.26,2.13,1.02,95.92,T1033
T1033TS319_5,0.22040,0.468763,0.309,0.224,0.588,0.38446,0.3925,0.5054,0.3378736,0.37398928,0.758,0.469,0.472,0.35092926,0.47,0.254910,319s,30.75,100.0,253.0,,-0.26,23.5,7.2,11.09,14.643,14.832,100.0,0.0,0.0,24.0,45.0,34.33,2.23,0.57,3.6,62.0,5.5,2.71,0.37,35.5,0.51,0.41,0.42,1.28,0.54,71.2,3.7,38.1,65.77,0.3,177.2,15.42,65.06,0.12,58.1,1.06,2.04,92.86,T1033
T1033TS138_3,0.48464,0.459325,0.375,0.253,0.536,0.35966,0.4304,0.5313,0.319352,0.39072713,0.820,0.490,0.522,0.5152375,0.48,0.222579,138s,25.25,100.0,483.0,,-0.82,17.0,3.96,7.67,13.122,13.497,100.0,2.0,0.0,2.0,47.0,36.934,2.13,-0.48,0.0,0.0,,3.19,0.39,35.5,0.48,0.38,0.5,1.22,0.53,76.1,3.29,37.18,65.4,0.23,,11.87,39.94,0.09,22.25,8.51,10.2,85.71,T1033
T1033TS042_1,0.34320,0.442259,0.340,0.313,0.540,0.41567,0.5485,0.5480,0.3091694,0.41336757,0.829,0.507,0.528,0.7998375,0.507,0.292358,042s,33.75,100.0,142.0,0.04,0.05,23.0,8.01,11.79,12.263,12.613,100.0,1.0,0.0,0.0,40.0,39.814,2.01,1.27,2.5,52.0,3.7,1.76,0.41,48.0,0.54,0.44,0.57,1.1,0.55,64.2,3.89,41.12,69.85,0.33,178.3,9.39,57.81,0.15,3.09,3.19,0.0,95.92,T1033
T1033TS487_5,0.47233,0.47784,0.433,0.335,0.597,0.40819,0.4731,0.5902,0.3485552,0.41346923,0.863,0.511,0.546,0.5414536,0.519,0.304733,487s,28.5,100.0,360.0,,-0.49,20.25,3.4,8.08,15.288,15.92,100.0,0.0,0.0,0.0,43.0,35.811,1.98,0.92,3.4,61.0,5.5,2.0,0.37,35.5,0.53,0.4,0.47,1.3,0.5,58.9,3.5,34.95,67.78,0.25,213.4,16.13,43.06,0.14,8.66,2.13,0.0,95.92,T1033
T1033TS170_1,0.26219,0.460934,0.308,0.269,0.596,0.36965,0.4415,0.5640,0.3110068,0.37472707,0.839,0.522,0.511,0.42741877,0.505,0.253066,170s,27.25,100.0,399.0,-0.59,-0.61,17.0,4.02,6.76,15.489,16.137999999999998,100.0,0.0,0.0,0.0,43.0,40.271,1.89,1.51,2.6,55.0,4.5,2.37,0.33,31.0,0.5,0.35,0.41,1.48,0.47,56.6,3.29,33.7,63.38,0.23,181.1,15.11,,0.11,48.86,1.06,1.02,96.94,T1033
T1033TS198_1,0.21868,0.431091,0.274,0.206,0.494,0.36928,0.3743,0.4703,0.3098016,0.3662425,0.765,0.489,0.477,0.32823884,0.48,0.244632,198s,30.75,100.0,253.0,-0.25,-0.26,22.25,5.65,10.44,15.001,15.313,100.0,1.0,0.0,22.0,44.0,33.573,2.31,-0.83,3.3,52.0,3.2,3.02,0.36,32.0,0.51,0.4,0.36,1.26,0.55,67.7,3.7,37.09,64.39,0.29,169.1,19.44,64.58,0.12,51.3,3.19,0.0,92.86,T1033
T1033TS183_1,0.46701,0.520632,0.362,0.303,0.660,0.46924,0.4852,0.6596,0.3879579,0.42865115,0.839,0.532,0.532,0.7507478,0.53,0.322628,183s,32.25,100.0,190.0,-0.1,-0.11,22.75,4.82,8.51,14.283,14.662,100.0,2.0,0.0,0.0,43.0,34.289,2.14,0.69,0.0,0.0,,1.9,0.39,48.0,0.56,0.49,0.54,0.99,0.56,58.1,3.07,38.18,71.75,0.3,,14.88,73.64,0.17,25.96,0.0,0.0,98.98,T1033
T1033TS097_3,0.46785,0.448267,0.341,0.263,0.608,0.42252,0.4499,0.5482,0.317089,0.38428196,0.762,0.532,0.499,0.7943055,0.505,0.236098,097s,28.5,100.0,360.0,,-0.49,20.75,5.86,12.01,15.122,15.954,100.0,0.0,0.0,0.0,44.0,36.56800000000001,2.37,-0.24,2.0,54.0,3.7,3.12,0.33,35.0,0.54,0.42,0.42,1.21,0.53,54.8,3.89,36.09,69.61,0.27,160.3,25.04,57.23,0.11,120.12,1.06,6.12,89.8,T1033
T1033TS468_2,0.18317,0.440007,0.410,0.211,0.549,0.42973,0.4007,0.4404,0.2931627,0.36518732,0.636,0.447,0.474,0.48908514,0.462,0.193829,468s,30.0,100.0,288.0,,-0.33,20.0,3.46,8.43,14.196,14.597,100.0,28.0,0.0,0.0,47.0,36.304,2.56,-0.13,2.0,53.0,3.0,4.87,0.16,42.0,0.53,0.43,0.54,1.1,0.54,58.2,3.29,36.71,60.73,0.29,160.1,20.43,,0.14,354.23,26.6,17.72,75.95,T1033
T1033TS198_3,0.25217,0.415255,0.256,0.207,0.486,0.39092,0.3734,0.5450,0.3162773,0.38131875,0.756,0.477,0.461,0.33372423,0.478,0.241257,198s,28.75,100.0,353.0,,-0.46,21.25,4.49,10.52,15.194,15.395,100.0,0.0,0.0,7.0,40.0,32.222,2.08,-0.24,2.9,56.0,5.7,2.7,0.35,31.0,0.5,0.4,0.35,1.26,0.54,53.7,3.7,34.6,62.96,0.26,185.6,22.13,62.08,0.13,63.66,1.06,2.04,93.88,T1033
T1033TS351_4,0.36346,0.438924,0.262,0.240,0.438,,0.5367,0.5082,0.2955962,0.3642407,0.848,0.542,0.556,0.5983461,0.51,0.256751,351s,35.75,100.0,105.0,,0.25,23.5,5.13,9.59,8.091000000000001,8.612,100.0,0.0,0.0,20.0,49.0,39.554,2.4,1.39,2.8,64.0,6.0,1.87,0.47,60.0,0.55,0.53,0.8,0.78,0.66,69.9,3.89,52.93,75.33,0.33,192.0,3.98,69.89,0.19,3.09,2.13,2.04,90.82,T1033
T1033TS437_4,0.27835,0.498317,0.286,0.278,0.389,0.39153,0.5554,0.4888,0.3466947,0.4062701,0.791,0.463,0.514,0.5731076,0.473,0.302666,437s,36.5,100.0,100.0,,0.32,24.0,5.94,11.37,11.091,11.946,100.0,0.0,1.0,2.0,42.0,39.94,2.09,1.16,3.4,66.0,4.2,3.1,0.45,50.5,0.54,0.51,0.74,0.91,0.57,63.7,4.42,54.74,72.63,0.36,202.8,8.68,,0.17,93.33,3.19,1.02,95.92,T1033
T1033TS187_1,0.24426,0.437378,0.269,0.208,0.455,0.39663,0.3731,0.5587,0.3348873,0.37667093,0.781,0.525,0.468,0.33257973,0.492,0.246244,187s,30.25,100.0,280.0,-0.3,-0.31,21.5,4.87,10.13,14.876,15.036,100.0,1.0,1.0,8.0,38.0,30.25,2.24,-0.13,3.3,56.0,5.9,2.43,0.37,31.5,0.52,0.41,0.36,1.27,0.55,60.0,3.5,35.15,64.21,0.27,193.1,20.59,59.27,0.14,59.95,0.0,0.0,96.94,T1033
T1033TS050_1,0.31855,0.474848,0.326,0.299,0.690,0.40149,0.6491,0.6390,0.3345003,0.4781596,0.830,0.496,0.522,0.78545254,0.509,0.280281,050s,43.0,100.0,65.0,0.93,0.98,29.75,11.61,20.99,9.288,10.002,100.0,0.0,39.0,50.0,51.0,42.869,2.04,1.16,4.7,75.0,4.9,2.32,0.43,59.0,0.55,0.53,0.76,0.9,0.6,68.5,4.74,53.86,75.35,0.44,268.2,5.52,70.22,0.18,46.38,0.0,0.0,96.94,T1033
T1033TS317_1,0.37835,0.426266,0.369,0.277,0.672,0.35480,0.4425,0.5141,0.2994054,0.37144095,0.814,0.534,0.538,0.5285314,0.5,0.282559,317s,29.5,100.0,312.0,-0.37,-0.38,21.0,4.84,9.5,13.084,13.841,100.0,1.0,0.0,4.0,47.0,35.94,2.57,-0.48,2.2,49.0,3.6,3.07,0.4,38.0,0.5,0.4,0.48,1.21,0.53,78.3,3.07,38.41,69.0,0.26,166.0,11.41,36.09,0.11,21.63,7.45,4.08,88.78,T1033
T1033TS183_4,0.38471,0.531178,0.378,0.288,0.628,0.45238,0.4898,0.5394,0.3717648,0.41072696,0.814,0.529,0.547,0.7597164,0.521,0.288751,183s,32.75,100.0,169.0,,-0.06,23.75,4.86,8.77,13.952,14.374,100.0,2.0,1.0,17.0,42.0,36.325,2.04,0.69,0.0,0.0,,2.15,0.4,46.5,0.56,0.48,0.52,0.94,0.58,57.6,3.07,41.55,71.71,0.29,,15.24,71.56,0.18,30.32,0.0,1.02,96.94,T1033
T1033TS097_2,0.33918,0.495738,0.374,0.269,0.574,0.41181,0.4625,0.5354,0.3343525,0.3770037,0.779,0.517,0.503,0.7705215,0.508,0.233050,097s,27.25,100.0,399.0,,-0.61,21.75,5.46,10.38,15.98,16.271,100.0,0.0,3.0,24.0,42.0,31.382,2.4,-0.13,0.0,0.0,,3.11,0.32,36.0,0.54,0.41,0.41,1.22,0.54,76.2,3.7,30.26,68.22,0.25,,24.51,52.39,0.13,110.42,0.0,8.16,87.76,T1033
T1033TS140_4,0.40276,0.463882,0.256,0.246,0.601,0.36785,0.5907,0.5792,0.3183918,0.41890845,0.825,0.558,0.558,0.51231027,0.494,0.244103,140s,31.0,100.0,235.0,,-0.23,22.75,2.65,6.63,10.495,11.281,100.0,0.0,0.0,0.0,38.0,31.332,2.38,-0.24,2.3,51.0,3.8,2.83,0.39,46.0,0.51,0.45,0.7,0.95,0.56,70.5,4.07,42.48,66.39,0.27,170.0,7.54,66.05,0.14,73.59,0.0,1.02,91.84,T1033
T1033TS377_3,0.36077,0.483289,0.374,0.282,0.683,0.38121,0.4380,0.4785,0.3619482,0.38599575,0.814,0.509,0.501,0.4857498,0.515,0.267923,377s,25.75,100.0,467.0,,-0.76,19.0,3.42,6.69,18.018,18.561,100.0,2.0,0.0,0.0,41.0,37.562,2.13,-0.36,4.4,55.0,6.0,1.72,0.33,31.0,0.52,0.39,0.43,1.48,0.45,54.6,3.89,27.38,67.16,0.23,202.4,25.33,86.14,0.12,9.9,1.06,2.04,96.94,T1033
T1033TS226_5,0.33679,0.449255,0.258,,0.631,0.39279,0.5460,0.5646,0.3266231,0.40220875,0.819,0.490,0.510,0.8031284,0.502,0.278112,226s,41.25,100.0,79.0,,0.81,28.5,9.85,17.34,9.956,10.347,100.0,0.0,35.0,43.0,47.0,39.29,2.38,1.51,3.5,62.0,6.5,1.12,0.48,60.0,0.57,0.54,0.73,0.67,0.63,74.7,4.58,48.61,76.42,0.39,218.3,5.3,,0.21,1.24,0.0,0.0,95.92,T1033
T1033TS277_3,0.47947,0.511308,0.324,0.286,0.682,0.44492,0.4425,0.5862,0.3663506,0.4043787,0.855,0.532,0.524,0.6632932,0.507,0.311122,277s,30.75,100.0,253.0,,-0.26,22.5,9.3,12.98,14.629,14.992,100.0,6.0,0.0,0.0,46.0,34.556,2.35,-0.24,3.0,55.0,3.3,3.01,0.35,45.5,0.53,0.44,0.47,1.18,0.54,59.1,3.29,38.71,69.12,0.29,199.3,12.55,,0.16,52.8,2.13,5.21,89.58,T1033
T1033TS183_2,0.41557,0.522369,0.358,0.309,0.606,0.46272,0.4887,0.5838,0.3853778,0.42813474,0.837,0.536,0.532,0.7467843,0.527,0.315832,183s,32.25,100.0,190.0,,-0.11,23.25,3.27,8.18,14.098,14.492,100.0,1.0,0.0,0.0,43.0,33.515,2.24,0.57,0.0,0.0,,1.93,0.4,47.0,0.56,0.47,0.53,0.96,0.56,71.4,2.58,39.23,71.55,0.29,,15.11,72.11,0.16,17.93,0.0,1.02,96.94,T1033
T1033TS198_4,0.20833,0.515087,0.273,0.219,0.339,0.36012,0.5399,0.5228,0.338312,0.36744466,0.726,0.434,0.470,0.40318033,0.462,0.256443,198s,42.0,100.0,71.0,,0.88,30.0,9.19,19.48,23.387,23.648000000000003,100.0,0.0,0.0,0.0,46.0,43.578,2.21,1.51,0.0,0.0,,2.89,0.43,54.0,0.55,0.56,0.57,0.96,0.6,57.8,4.74,38.24,78.51,0.4,,44.39,62.62,0.17,56.86,7.45,0.0,100.0,T1033
T1033TS351_2,0.44803,0.441783,0.324,0.283,0.649,0.41394,0.4984,0.5388,0.3122455,0.39859277,0.852,0.534,0.560,0.68465227,0.523,0.203880,351s,32.25,100.0,190.0,,-0.11,22.75,5.18,10.32,10.732,11.37,100.0,1.0,0.0,0.0,45.0,36.674,2.28,-0.01,2.2,55.0,3.5,1.97,0.43,47.5,0.56,0.49,0.68,1.11,0.53,74.4,3.5,43.87,69.68,0.31,167.5,8.95,72.3,0.2,4.33,4.26,0.0,95.92,T1033
T1033TS097_1,0.33935,0.417547,0.391,0.256,0.489,0.42961,0.4679,0.5144,0.2943108,0.37826127,0.768,0.498,0.472,0.7942952,0.479,0.263220,097s,27.75,100.0,385.0,-0.54,-0.56,21.5,8.34,13.01,13.599,14.145,100.0,1.0,0.0,0.0,44.0,40.33,1.91,-0.59,0.0,0.0,,3.09,0.32,36.0,0.53,0.42,0.46,1.19,0.5,64.8,3.89,31.94,68.97,0.26,,20.32,61.37,0.14,138.25,0.0,4.08,91.84,T1033
T1033TS070_1,0.42842,0.494342,0.518,0.264,0.566,0.37067,0.4391,0.6181,0.3584455,0.408422,0.820,0.521,0.541,0.37055928,0.516,0.270813,070s,30.25,100.0,280.0,-0.3,-0.31,21.5,6.0,9.6,13.052,13.925,100.0,0.0,0.0,0.0,42.0,33.931,2.07,0.46,2.9,75.0,9.6,0.51,0.36,34.0,0.53,0.42,0.58,1.56,0.45,64.0,3.29,35.41,66.11,0.28,193.7,17.02,56.94,0.15,0.0,0.0,0.0,97.96,T1033
T1033TS324_5,0.40181,0.50476,0.375,0.304,0.699,0.42164,0.4913,0.5627,0.3646819,0.40080944,0.835,0.566,0.545,0.7467266,0.516,0.260048,324s,32.75,100.0,169.0,,-0.06,23.25,8.43,14.35,10.975,11.481,100.0,0.0,3.0,6.0,29.0,18.618,2.12,-0.71,2.2,53.0,4.6,0.89,0.4,43.0,0.54,0.42,0.63,1.08,0.55,68.3,3.5,43.74,69.05,0.34,165.3,9.64,73.28,0.15,0.62,0.0,2.04,96.94,T1033
T1033TS052_1,0.42823,0.491035,0.380,0.261,0.537,0.40379,0.4421,0.4873,0.3397251,0.3816577,0.775,0.499,0.520,0.7208208,0.481,0.249157,052s,28.75,100.0,353.0,-0.44,-0.46,22.0,5.03,9.62,15.651,16.496,100.0,0.0,0.0,0.0,48.0,42.082,2.04,-0.36,3.4,57.0,3.6,2.53,0.33,32.0,0.51,0.41,0.43,1.26,0.52,69.0,3.29,31.67,68.04,0.26,167.5,28.37,37.96,0.11,24.74,0.0,3.06,85.71,T1033
T1033TS209_5,0.42648,0.625924,0.325,0.291,0.724,0.42435,0.7366,0.7149,0.4357132,0.4910156,0.877,0.557,0.551,0.83892804,0.536,0.264236,209s,46.25,100.0,38.0,,1.31,32.5,11.03,19.88,10.349,10.856,100.0,2.0,38.0,44.0,44.0,42.088,2.02,1.74,5.1,74.0,5.6,1.35,0.51,62.5,0.6,0.56,0.72,0.9,0.61,76.6,4.74,55.35,79.57,0.44,280.2,5.54,65.67,0.24,1.85,0.0,1.02,93.88,T1033
T1033TS437_3,0.28435,0.465146,0.347,0.253,0.384,0.38450,0.5437,0.4740,0.3295159,0.4060801,0.751,0.489,0.514,0.5315012,0.476,0.292173,437s,35.5,100.0,108.0,,0.22,24.25,7.78,13.67,10.743,11.67,100.0,0.0,17.0,42.0,47.0,41.675,1.77,0.92,3.3,61.0,4.2,3.56,0.34,50.0,0.54,0.49,0.73,0.77,0.59,62.6,4.25,52.2,72.93,0.35,212.0,9.26,,0.17,130.73,3.19,7.14,87.76,T1033
T1033TS487_3,0.54294,0.532442,0.524,0.372,0.713,0.40508,0.4608,0.5841,0.394784,0.42932886,0.858,0.516,0.527,0.6608052,0.51,0.356268,487s,33.75,100.0,142.0,,0.05,25.0,10.6,17.84,15.122,15.566,100.0,0.0,0.0,1.0,46.0,35.546,2.47,0.22,2.1,54.0,3.7,2.34,0.37,36.5,0.53,0.41,0.46,1.1,0.57,56.4,3.5,34.26,68.02,0.33,164.4,15.46,58.86,0.13,11.75,4.26,0.0,95.92,T1033
T1033TS075_3,0.24315,0.428344,0.263,0.210,0.515,0.39728,0.3673,0.5545,0.3297172,0.38498414,0.770,0.519,0.486,0.3300056,0.496,0.239558,075s,29.75,100.0,296.0,,-0.36,21.75,5.65,10.44,14.963,15.128,100.0,0.0,1.0,5.0,38.0,27.844,2.31,0.11,2.7,56.0,5.9,2.48,0.36,31.5,0.51,0.4,0.38,1.25,0.55,59.9,3.7,34.7,63.37,0.26,186.7,21.16,57.91,0.14,67.37,0.0,1.02,96.94,T1033
T1033TS259_3,0.32721,0.411414,0.303,0.251,0.471,0.36164,0.4947,0.5201,0.2806262,0.34283513,0.790,0.468,0.503,0.5488572,0.443,0.169665,259s,28.5,100.0,360.0,,-0.49,20.0,7.08,12.91,14.251,14.696,100.0,0.0,0.0,0.0,46.0,33.897,2.59,0.69,2.3,50.0,3.9,3.31,0.29,47.5,0.51,0.39,0.47,1.28,0.54,98.4,3.07,39.05,66.0,0.27,171.5,8.28,76.87,0.12,212.91,0.0,5.1,90.82,T1033
T1033TS367_2,0.48274,0.490088,0.361,0.279,0.640,0.47196,0.4601,0.5852,0.3723184,0.40480655,0.862,0.549,0.557,0.78871405,0.522,0.278994,367s,31.0,100.0,235.0,,-0.23,22.75,5.8,9.83,14.061,14.357,100.0,2.0,0.0,0.0,45.0,33.834,2.4,0.46,2.7,56.0,3.5,2.34,0.39,43.5,0.56,0.46,0.5,1.07,0.54,57.6,3.29,37.5,70.55,0.3,187.2,12.75,,0.15,21.65,1.06,2.04,91.84,T1033
T1033TS367_3,0.51049,0.492367,0.378,0.308,0.586,0.45755,0.4531,0.5851,0.3628939,0.41225147,0.865,0.561,0.561,0.79055464,0.523,0.289732,367s,34.25,100.0,131.0,,0.1,25.75,10.5,17.56,13.246,13.608,100.0,2.0,31.0,32.0,47.0,41.375,1.77,1.63,2.9,55.0,4.4,2.8,0.39,44.5,0.55,0.46,0.52,1.14,0.53,67.9,3.5,38.97,71.32,0.35,192.7,11.24,,0.15,42.03,2.13,4.08,92.86,T1033
T1033TS042_3,0.26483,0.520812,0.329,0.260,0.602,0.41765,0.5938,0.5028,0.3706002,0.4405864,0.811,0.531,0.522,0.8462248,0.507,0.234264,042s,38.0,100.0,94.0,,0.48,23.5,5.07,9.11,8.516,9.178,100.0,0.0,8.0,43.0,50.0,35.187,2.58,0.81,0.0,0.0,,1.4,0.43,51.5,0.53,0.46,0.66,0.87,0.64,66.9,4.42,51.85,70.92,0.36,,5.29,76.69,0.15,2.47,1.06,1.02,94.9,T1033
T1033TS081_3,0.25194,0.427697,0.280,0.259,0.417,0.37315,0.5392,0.4279,0.2914872,0.39493012,0.790,0.500,0.555,0.6687577,0.487,0.270576,081s,33.0,92.0,165.0,,-0.03,21.25,5.52,9.75,8.921,9.705,92.0,1.0,1.0,2.0,43.0,35.352,1.93,-0.6,3.1,73.0,5.5,3.72,0.34,52.19,0.49,0.45,0.66,0.76,0.61,56.3,4.25,51.7,67.15,0.32,195.0,13.5,,0.12,140.57,9.3,4.44,94.44,T1033
T1033TS435_2,0.39768,0.481777,0.383,0.293,0.627,0.44141,0.4684,0.5085,0.3470402,0.38915572,0.812,0.512,0.532,0.8184779,0.515,0.264150,435s,29.25,100.0,325.0,,-0.41,21.5,5.69,11.05,12.936,13.478,100.0,0.0,0.0,0.0,46.0,35.578,2.31,-0.94,0.0,0.0,,2.23,0.35,37.5,0.52,0.41,0.47,1.11,0.55,56.3,3.5,34.3,69.68,0.27,,21.62,41.71,0.12,4.33,7.45,0.0,94.9,T1033
T1033TS435_3,0.37527,0.453275,0.344,0.264,0.629,0.44612,0.4558,0.5160,0.3295136,0.39132684,0.793,0.506,0.514,0.8115281,0.504,0.244750,435s,29.75,100.0,296.0,,-0.36,21.75,5.51,10.68,13.192,13.792,100.0,0.0,0.0,0.0,44.0,34.483000000000004,2.33,-0.36,2.1,54.0,3.2,2.13,0.35,39.5,0.52,0.41,0.49,1.04,0.55,57.8,3.5,34.79,69.24,0.28,164.1,22.14,41.05,0.14,3.09,9.57,1.02,95.92,T1033
T1033TS364_3,0.51411,0.476425,0.350,0.307,0.659,0.41918,0.5076,0.6312,0.3321732,0.3984509,0.845,0.570,0.571,0.74659,0.508,0.220629,364s,30.5,100.0,273.0,,-0.28,22.25,4.51,8.97,11.835,12.397,100.0,1.0,1.0,6.0,46.0,35.846,2.1,-0.13,0.0,0.0,,3.27,0.41,45.5,0.54,0.46,0.59,1.1,0.53,77.8,3.5,41.31,70.74,0.29,,12.15,,0.17,46.97,4.26,4.08,85.71,T1033
T1033TS364_1,0.51378,0.463672,0.400,0.317,,0.41535,0.4699,0.5847,0.3280759,0.3998993,0.853,0.574,0.578,0.7452613,0.506,0.245157,364s,29.25,100.0,325.0,-0.39,-0.41,21.75,4.43,9.12,11.731,12.265999999999998,100.0,0.0,1.0,7.0,45.0,35.6,2.24,-0.13,2.2,51.0,3.2,2.97,0.41,44.0,0.54,0.47,0.61,1.05,0.52,71.2,3.5,41.19,70.22,0.28,165.0,10.98,,0.16,61.19,0.0,6.12,81.63,T1033
T1033TS324_3,0.26085,0.446038,0.286,0.282,0.453,0.41485,0.5765,0.5205,0.3061708,0.4169466,0.827,0.500,0.532,0.84678125,0.506,0.259442,324s,35.5,100.0,108.0,,0.22,22.75,10.04,15.67,11.283,11.747,100.0,0.0,23.0,42.0,43.0,36.464,2.12,0.22,0.0,0.0,,0.95,0.44,52.0,0.55,0.47,0.65,1.09,0.54,67.6,4.42,47.62,72.08,0.36,,7.35,69.27,0.16,0.62,2.13,0.0,98.98,T1033
T1033TS013_3,0.33530,0.442566,0.320,0.279,0.552,0.40149,0.4845,0.6011,0.2919301,0.36871427,0.812,0.509,0.518,0.7515057,0.522,0.254386,013s,28.0,100.0,377.0,,-0.54,20.25,9.21,12.93,13.681,14.119000000000002,100.0,0.0,0.0,1.0,43.0,32.097,2.32,-0.24,0.0,0.0,,0.5,0.36,38.0,0.54,0.4,0.46,1.09,0.58,69.6,3.5,40.28,68.36,0.28,,22.37,49.47,0.15,0.0,0.0,0.0,100.0,T1033
T1033TS238_3,0.22742,0.468211,0.307,0.223,0.369,0.36347,0.4371,0.4204,0.3633116,0.37237206,0.744,0.450,0.464,0.36350352,0.52,0.232740,238s,31.75,100.0,209.0,,-0.16,23.0,4.6,9.91,27.115,27.931,100.0,0.0,0.0,21.0,38.0,33.664,1.99,0.57,0.0,0.0,,1.38,0.36,45.0,0.57,0.5,0.52,1.53,0.55,47.9,3.89,34.07,71.8,0.27,,90.31,72.64,0.18,6.8,0.0,1.02,98.98,T1033
T1033TS198_2,0.22673,0.425955,0.255,0.215,0.553,0.39304,0.3712,0.5234,0.3286674,0.3855518,0.769,0.495,0.484,,0.481,0.263710,198s,29.0,100.0,340.0,,-0.44,21.0,5.69,10.2,15.022,15.218,100.0,0.0,2.0,8.0,41.0,32.717,2.26,-0.94,2.7,56.0,6.0,3.21,0.35,31.0,0.5,0.39,0.36,1.28,0.54,67.7,3.7,33.83,63.63,0.26,186.6,21.9,62.58,0.13,58.71,4.26,3.06,91.84,T1033
T1033TS324_1,0.34837,0.439948,0.351,0.294,0.581,0.42399,0.5382,0.5609,0.3202362,0.41570026,0.848,0.520,0.538,0.8199243,0.516,0.252746,324s,32.75,100.0,169.0,-0.06,-0.06,21.5,7.37,11.0,12.157,12.433,100.0,0.0,19.0,34.0,42.0,33.515,2.27,0.69,2.8,58.0,6.8,0.5,0.41,50.5,0.55,0.46,0.62,1.07,0.54,60.3,3.7,41.4,70.45,0.32,192.5,8.78,64.0,0.17,0.0,0.0,0.0,98.98,T1033
